SITE NAME,COUNTRY,LATITUDE,LONGITUDE,MODIS SITE ID,FLUXNET ID,FLUXNET KEY ID
Univ. of Mich. Biological Station- Michigan,USA,45.55984,-84.71382,fn_usmiumbs,US-UMB,us.umbs.01
Goodwin Creek- Mississippi,USA,34.25,-89.97,fn_usgoodwi,US-Goo,us.goodwin_creek.01
Fort Peck- Montana,USA,48.30788,-105.10053,fn_usftpeck,US-FPe,us.fort_peck.01
Duke Forest-hardwoods- North Carolina,USA,35.97358,-79.10043,fn_usdukehd,US-Dk2,us.duke_hardwoods.01
Duke Forest-open field- North Carolina,USA,35.971202,-79.093376,fn_usdukeof,US-Dk1,us.duke_grassyfield.01
Camerons,Australia,-32.59,116.26,fn_aucamero,N/A,N/A
Canberra,Australia,-35.2713,149.11111,fn_aucanber,N/A,N/A
COMPLET 103  (-43.6855 S -67.9073 W),Argentina,-43.6855,-67.9073,fn_aucom103,N/A,N/A
COMPLET 104  (-37.1532 S 145.8427 E),Australia,-37.1532,145.8427,fn_aucom104,N/A,N/A
COMPLET 106  (-31.7097 S 121.1653 E),Australia,-31.7097,121.1653,fn_aucom106,N/A,N/A
COMPLET 107  (-28.4435 S 150.1976 E),Australia,-28.4435,150.1976,fn_aucom107,N/A,N/A
Walnut Gulch Kendall Grasslands- Arizona,USA,31.73653,-109.94189,fn_usazkend,Us-WGK,us.az_kendall_grassland.01
Lewis Springs Mesquite- Arizona,USA,31.56584,-110.13438,fn_usazmesq,US-LSM,us.az_lewissprings_mesquite.01
COMPLET 111  (-25.9032 S -66.0927 W),Argentina,-25.9032,-66.0927,fn_aucom111,N/A,N/A
COMPLET 112  (-25.9032 S 136.4073 E),Australia,-25.9032,136.4073,fn_aucom112,N/A,N/A
COMPLET 113  (-24.0887 S 122.9798 E),Australia,-24.0887,122.9798,fn_aucom113,N/A,N/A
COMPLET 117  (-17.5565 S 30.4395 E),Zimbabwe,-17.5565,30.4395,fn_aucom117,N/A,N/A
COMPLET 118  (-17.1935 S 134.5927 E),Australia,-17.1935,134.5927,fn_aucom118,N/A,N/A
Daly River Cleared,Australia,-14.13428,131.38451,fn_audalycl,AU-Da1,au.daly_cleared.01
Daly River Savanna,Australia,-14.15928,131.388,fn_audalysv,AU-Da2,au.daly_savanna.01
Darwin TWP C3,Australia,-12.42472,130.89167,fn_audarwin,N/A,N/A
Fogg Dam,Australia,-12.54253,131.30688,fn_aufoggdm,AU-Fog,au.fogg_dam.01
Gnangara,Australia,-32.37,116.11,fn_augnanga,N/A,N/A
Melbourne (Preston),Australia,-37.73056,145.01468,fn_aumelbou,AU-Meb,au.melbourne.01
Otway,Australia,-38.53234,142.81681,fn_auotway,AU-Otw,au.otway.01
Wallaby Creek,Australia,-37.429,145.18725,fn_auwallab,AU-Wal,au.wallaby_creek.01
Jalhay,Belgium,50.56389,6.07333,fn_bejalhay,BE-Jal,be.jalhay.01
Lonzee,Belgium,50.55219,4.74494,fn_belonzee,BE-Lon,be.lonzee.01
Soignes,Belgium,50.78,4.42,fn_besoigne,N/A,N/A
Bondoukoui,Burkina Faso,11.85,-2.25,fn_bfbondou,N/A,N/A
Ouagadougou,Burkina Faso,12.2,-1.4,fn_bfouagad,N/A,N/A
Oueme,Benin,9.5,2,fn_bjoueme0,N/A,N/A
Turco (VALERI),Bolivia,-18.23945,-68.19332,fn_boturco0,N/A,N/A
Atlantic Forest Sao Paulo,Brazil,-23.32847,-45.09311,fn_bratlfor,BR-Afs,br.atlantic_forest.01
Balbina,Brazil,-1.91698,-59.4868,fn_brbalbin,N/A,N/A
Belterra,Brazil,-2.64848,-54.95165,fn_brbelter,N/A,N/A
Ecotone Bananal Island,Brazil,-9.82442,-50.15911,fn_brbnisld,BR-Ban,br.bananal_island.01
Bragansa,Brazil,-0.834,-46.641,fn_brbragsa,N/A,N/A
Brasilia,Brazil,-15.917,-47.9,fn_brbrasil,N/A,N/A
Caxiuana 2,Brazil,-1.71,-51.51,fn_brcaxiu2,N/A,N/A
Caxiuana Forest-Almeirim,Brazil,-1.71972,-51.45898,fn_brcaxiua,BR-Cax,br.caxiuana.01
COMPLET 108  (-27.7177 S -50.8508 W),Brazil,-27.7177,-50.8508,fn_brcom108,N/A,N/A
COMPLET 116  (-19.0081 S -53.0282 W),Brazil,-19.0081,-53.0282,fn_brcom116,N/A,N/A
COMPLET 122  (-9.2097 S -42.8669 W),Brazil,-9.2097,-42.8669,fn_brcom122,N/A,N/A
COMPLET 123  (-6.6694 S -53.3911 W),Brazil,-6.6694,-53.3911,fn_brcom123,N/A,N/A
New Brunswick 2,Canada,47.4,-66.2,fn_canewbr2,N/A,N/A
BOREAS NSA Young Jack Pine 2,Canada,55.90278,-98.29,fn_cansayj2,N/A,N/A
NorthWest Territories,Canada,61.5,-123.8,fn_canwterr,N/A,N/A
Ontario 2,Canada,48.9,-88.8,fn_caontar2,N/A,N/A
Ontario 3,Canada,50.3,-80.5,fn_caontar3a,N/A,N/A
Ontario,Canada,44.6,-76.6,fn_caontari,N/A,N/A
Ontario 4,Canada,44.6,-79.6,fn_caontari3b,N/A,N/A
Quebec 2,Canada,53.1,-77.7,fn_caquebe2,N/A,N/A
Quebec 3,Canada,51.7,-61.4,fn_caquebe3,N/A,N/A
Quebec,Canada,54.5,-75.7,fn_caquebec,N/A,N/A
Research Farm Field 14,Canada,45.2929,-75.76692,fn_carff140,N/A,N/A
Research Farm Field 25,Canada,45.30236,-75.74315,fn_carff250,N/A,N/A
Sable Island,Canada,43.93333,-60.01667,fn_casable,N/A,N/A
Sask- Fire 1977,Canada,54.48503,-105.81757,fn_casaskfi,CA-SF1,ca.saskfire77.01
Sasketchewan,Canada,50.3,-103.7,fn_casaskwa,N/A,N/A
Sherbrooke,Canada,45.4012,-71.9085,fn_casherbr,N/A,N/A
SSA_YJP_BOREAS,Canada,53.675,-104.65,fn_cassayj2,N/A,N/A
Temagami,Canada,47.42,-80.35,fn_catemaga,N/A,N/A
Ontario- Turkey Point Young White Pine,Canada,42.77442,-80.45878,fn_caturk15,CA-TP2,ca.turkeypoint15.01
Wexford,Ireland,52.29819,-6.49978,fn_iewexfor,IE-Wex,ie.wexford.01
Nes_Ziona,Israel,31.9225,34.78917,fn_ilneszio,N/A,N/A
SEDE_BOKER,Israel,30.855,34.78222,fn_ilsedebo,N/A,N/A
COMPLET 140  (20.5484 N 80.5202 E),India,20.5484,80.5202,fn_incomple,N/A,N/A
Kanpur,India,26.45,80.346,fn_inkanpur,N/A,N/A
COMPLET 148  (30.3468 N 58.0202 E),Iran,30.3468,58.0202,fn_ircomple,N/A,N/A
Gunnarsholt,Iceland,63.83333,-20.21667,fn_isgunnar,IS-Gun,is.gunnarsholt.01
Abruzzi,Italy,41.86667,13.63333,fn_itabruzz,N/A,it.abruzzi.01
Amplero  (after 6/28/2004),Italy,41.9041,13.60516,fn_itampler,IT-Amp,it.amplero.01
Bonis,Italy,39.47778,16.53472,fn_itbonis0,IT-Bon,it.bonis.01
Borgo Cioffi,Italy,40.52375,14.95744,fn_itborgoc,IT-BCi,it.borgo_cioffi.01
Grosseto,Italy,43.71667,10.28333,fn_itgrosse,IT-Gro,it.grosseto.01
La Mandria,Italy,45.58131,7.15463,fn_itlamand,IT-LMa,it.lamandria.01
Lampedusa,Italy,35.51667,12.63167,fn_itlampus,N/A,N/A
Lecceto,Italy,43.30461,11.27064,fn_itleccet,IT-Lec,it.lecceto.01
Malga Arpaco,Italy,46.11667,11.70278,fn_itmalgaa,IT-Mal,it.malga_arpaco.01
Monte Bondone,Italy,46.01466,11.04583,fn_itmonteb,IT-MBo,it.montebondone.01
Negrisia,Italy,45.74756,12.44673,fn_itnegris,IT-Neg,it.negrisia.01
Rome_Tor_Vergata,Italy,41.83955,12.64733,fn_itrometo,N/A,N/A
Ticino,Italy,45.66,9.91,fn_itticino,N/A,N/A
Tolfa,Italy,42.18967,11.92211,fn_ittolfa0,IT-Tol,it.tolfa.01
Appi Forest Meteorology,Japan,40,141.56667,fn_jpappifo,JP-App,jp.appi_forest.01
Fujiyoshida Forest Met. Research Site,Japan,35.45137,138.76527,fn_jpfujiyo,JP-Fuj,jp.fujiyoshida.01
Hachihama Observatory (Ohtaki),Japan,34.53333,133.93333,fn_jphachih,JP-Hac,jp.hachihama.01
Sapporo Forest Meteorology Research Site,Japan,42.98684,141.38529,fn_jphitsui,JP-Hit,jp.hitsuijigaoka.01
Kahoku experimental watershed,Japan,33.1337,130.71187,fn_jpkahoku,JP-Kah,jp.kahoku.01
Oak_Ridge,USA,35.96001,-84.29,fn_ustnoakr,N/A,N/A
Edinburg 17 NNE- Lower Rio Grande Valley NWR (La Sal Del Rey),USA,26.5258,-98.0633,fn_ustxedin,N/A,N/A
Freeman Ranch- Grassland-Texas,USA,29.93,-98.01,fn_ustxfrgr,US-FR1,us.freeman_grassland.01
Freeman Ranch Mesquite Juniper- Texas,USA,29.94949,-97.99623,fn_ustxfrtr,US-FR2,us.freeman_transition.01
Freeman Ranch- Woodland- Texas,USA,29.94,-97.99,fn_ustxfrwd,US-FR3,us.freeman_woodland.01
J-17 Savanna Site- Texas,USA,30.17551,-97.8778,fn_ustxj17s,US-J17,us.tx_j17savanna.01
Muleshoe 19 S- Muleshoe National Wildlife Refuge (Headquarters Site),USA,33.95569,-102.77389,fn_ustxmule,N/A,N/A
Palestine 6 WNW- NASA (National Scientific Balloon Facility),USA,31.77958,-95.72319,fn_ustxpale,N/A,N/A
Monahans 6 ENE- (Sandhills State Park),USA,31.62189,-102.80708,fn_ustxsand,N/A,N/A
Chesapeake Lt. Station,USA,36.9,-75.71667,fn_usvaches,N/A,N/A
NASA_LaRC,USA,37.10496,-76.37864,fn_usvalarc,N/A,N/A
Cape Charles 5 ENE- Anheuser Busch Coastal Res. Ctr. Univ. of VA (Oyster),USA,37.2907,-75.927,fn_usvaoyst,N/A,N/A
Phillips Creek Marsh (PHCK),USA,37.46069,-75.83471,fn_usvapcrk,N/A,N/A
Virginia,USA,38.02,102.25,fn_usvavirg,N/A,N/A
Darrington 21 NNE- North Cascades National Park (Marblemount),USA,48.54052,-121.446,fn_uswamarb,N/A,N/A
Necedah 5 WNW- Necedah National Wildlife Refuge (Rynearson Dam No. 2),USA,44.0604,-90.1737,fn_uswinece,N/A,N/A
North Temperate Lakes - Madison Lakes (NTL2),USA,43.2085,-89.35187,fn_uswintl2,N/A,N/A
North Temperate Lakes - Trout Lake 2 (NTL3),USA,46.00694,-89.68333,fn_uswintlt,N/A,N/A
Elkins 21 ENE- Canaan Valley Resort State Park (Cabins Area),USA,39.013,-79.4743,fn_uswvelki,N/A,N/A
Glacier Lakes Ecosystem Experiment Station,USA,41.36826,-106.24426,fn_uswyglee,N/A,N/A
Moose 1 NNE- Grand Teton National Park,USA,43.6615,-110.712,fn_uswymoos,N/A,N/A
Lander 11 SSE- Nature Conservancy (Red Canyon Ranch),USA,42.6754,-108.66861,fn_uswyredc,N/A,N/A
University of Wyoming,USA,41.3121,-105.675,fn_uswyuniv,N/A,N/A
COMPLET 154  (40.5081 N 62.375 E),Uzbekistan,40.5081,62.375,fn_uzcom154,N/A,N/A
Department Moreno- Santiago del Estero,Argentina,-27.20778,-63.03719,fn_arsantia,N/A,N/A
Langenfeld,Austria,47.06383,10.96452,fn_atlangen,AT-Lan,at.langenfeld.01
Leutasch,Austria,47.37887,11.16558,fn_atleutas,AT-Leu,at.leutasch.01
Schlitters,Austria,47.3682,11.85617,fn_atschlit,AT-Sch,at.schlitters.01
Burdekin Delta,Australia,-19.56667,147.4,fn_aucairns,AU-Cas,au.cairns_sugarcane.01
Brasilia - Campo Sujo Bienal Tardia,Brazil,-15.95,-47.86667,fn_brsujobi,BR-Su1,br.sujo_bienal.01
Alberta (54 N -115 W),Canada,54.5,-115.7,fn_caalbta1,N/A,N/A
Alberta 2 (51N -113 W),Canada,51.7,-113.9,fn_caalbta2,N/A,N/A
Alert,Canada,82.45,-62.51667,fn_caalert,N/A,N/A
Baker Lake,Canada,64.31667,-96.03333,fn_cabaker,N/A,N/A
BERMS Tall Tower,Canada,54.35358,-104.98678,fn_caberms,N/A,N/A
BERMSOld_Black_SpruceM,Canada,54,-105.12004,fn_cabermso,N/A,N/A
Bratts Lake,Canada,50.204,-104.713,fn_cabratts,N/A,N/A
British Columbia50.3 N -122.3 W),Canada,50.3,-122.3,fn_cabritc1,N/A,N/A
British Columbia 2 (51.7N -126.3 W),Canada,51.7,-126.3,fn_cabritc2,N/A,N/A
British Columbia 3 (55.9N -122.7 W),Canada,55.9,-122.7,fn_cabritc3,N/A,N/A
Ontario- Camp Borden,Canada,44.31667,-79.9333,fn_cacampbo,CA-Cbo,ca.camp_borden.01
Cartel,Canada,45.37933,-71.93133,fn_cacartel,N/A,N/A
Candle Lake,Canada,53.733,-105.267,fn_cacdlake,N/A,N/A
Chebogue Point,Nova Scotia,43.747,-66.123,fn_cachebog,N/A,N/A
Churchill,Canada,58.7375,-93.81889,fn_cachurch,N/A,N/A
COMPLET 163 (56.1129 N -69.3589 W),Canada,56.1129,-69.3589,fn_cacom163,N/A,N/A
COMPLET 165  (58.2903 N -117.9879 W),Canada,58.2903,-117.9879,fn_cacom165,N/A,N/A
COMPLET 170  (63.371N -96.5766 W),Canada,63.371,-96.5766,fn_cacom170,N/A,N/A
COMPLET 172  (64.4597N -68.996 W),Canada,64.4597,-68.996,fn_cacom172,N/A,N/A
CIPHA-ALD1,Canada,52.66228,-114.85841,fn_cacpald1,N/A,N/A
CIPHA-ALD2,Canada,52.65488,-114.91558,fn_cacpald2,N/A,N/A
CIPHA-ALD3,Canada,52.60148,-114.96574,fn_cacpald3,N/A,N/A
CIPHA-BAT1,Canada,52.75554,-106.14556,fn_cacpbat1,N/A,N/A
CIPHA-BAT2,Canada,52.73731,-106.1395,fn_cacpbat2,N/A,N/A
CIPHA-BAT3,Canada,52.73166,-106.14312,fn_cacpbat3,N/A,N/A
CIPHA-BIG1,Canada,52.37589,-107.83524,fn_cacpbig1,N/A,N/A
CIPHA-BIG2,Canada,52.35612,-107.80577,fn_cacpbig2,N/A,N/A
CIPHA-BIG3,Canada,52.31623,-107.76355,fn_cacpbig3,N/A,N/A
CIPHA-CAL1,Canada,55.2922,-112.9692,fn_cacpcal1,N/A,N/A
CIPHA-CAL2,Canada,55.27773,-112.97555,fn_cacpcal2,N/A,N/A
CIPHA-CAL3,Canada,55.27522,-112.94304,fn_cacpcal3,N/A,N/A
CIPHA-CHA1,Canada,47.69227,-83.48368,fn_cacpcha1,N/A,N/A
Zhangye Oasis,China,39,100,fn_cnzhangy,CN-Zha,cn.zhangye_oasis.01
Guanacaste Conservation Area,Costa Rica,10.88,-85.66,fn_crguanac,N/A,N/A
Los Inocentes,Costa Rica,11.01667,-85.5,fn_crlosino,CR-Lin,cr.los_inocentes.01
Santa Rosa National Park,Costa Rica,10.81472,-85.615,fn_crsantar,CR-Sro,cr.santa_rosa.01
Sal Island,Capo Verde,16.7325,-22.9355,fn_cvsalisl,N/A,N/A
COMPLET 146  (29.2581 N 5.7621 E),Algeria,29.2581,5.7621,fn_dzcomple,N/A,N/A
COMPLET 127 (-2.3145 S -78.4315 W),Ecuador,-2.3145,-78.4315,fn_eccomple,N/A,N/A
Jarvselja,Estonia,58.29,27.29,fn_eejarvs2,N/A,N/A
Jarvselja (VALERI),Estonia,58.2986,27.2624,fn_eejarvse,N/A,N/A
COMPLET 143 (25.629 N 30.0766 E),Egypt,25.629,30.0766,fn_egcom143,N/A,N/A
Vall d'Alinya,Spain,42.15217,1.4485,fn_esalinya,ES-VDA,es.alinya.01
Barrax (VALERI),Spain,39.07285,-2.10395,fn_esbarrax,N/A,N/A
El Saler-Sueca,Spain,39.27553,-0.31522,fn_eselsal2,ES-ES2,es.elsaler_sueca.01
Llano de los Juanes,Spain,36.92825,-2.75047,fn_esljuane,ES-LJu,es.ljuanes.01
Las Majadas del Tietar,Spain,39.9415,-5.77336,fn_eslma01,ES-LMa,es.lma.01
Toledo,Spain,39.86005,-4.03006,fn_estoledo,ES-Tol,es.toledo.01
Valencia,Spain,39.57083,-1.28833,fn_esvalenc,N/A,N/A
Valladolid,Spain,41.81486,-4.93247,fn_esvallad,ES-Vad,es.valladolid.01
COMPLET 131  (3.129 N -64.2782 W),Venezuela,3.129,-64.2782,fn_vecom131,N/A,N/A
COMPLET 132  (7.8468 N -69.3589 W),Venezuela,7.8468,-69.3589,fn_vecom132,N/A,N/A
Ganaderos,Venezuela,8.90011,-68.15094,fn_vesanchz,VE-Gan,ve.sanchez.01
COMPLET 136  (12.5645 N 107.7379 E),Vietnam,12.5645,107.7379,fn_vncom136,N/A,N/A
COMPLET 109  (-27.7177 S 29.7137 E),South Africa,-27.7177,29.7137,fn_zacom109,N/A,N/A
Kruger Acacia,South Africa,-25.02018,31.49753,fn_zakruger,N/A,N/A
Skukuza_Aeroport,South Africa,-24.969,31.593,fn_zaskaero,N/A,N/A
Skukuza,South Africa,-24.9917,31.5875,fn_zaskukuz,N/A,za.skukuza.01
COMPLET 121  (-9.5726 S 29.3508 E),Zambia,-9.5726,29.3508,fn_zmcom121,N/A,N/A
Mongu 2,Zambia,-15.25361,23.15083,fn_zmmongu2,N/A,N/A
Cape Tribulation,Australia,-16.10315,145.44688,fn_audaintr,AU-Ctr,au.daintree.01
Vielsalm,Belgium,50.30553,5.99683,fn_bevielsa,BE-Vie,be.vielsalm.01
Maun- Floodplain,Botswana,-19.60759,23.28693,fn_bwmaun2,BW-Ma2,bw.maun.02
British Columbia- Campbell River - Clearcut Site,Canada,49.87048,-125.29087,fn_cacampct,CA-Ca2,ca.campbell_river_cut.01
British Columbia- Campbell River - Mature Forest Site,Canada,49.86725,-125.3336,fn_cacamprr,CA-Ca1,ca.campbell_river.01
British Columbia- Campbell River - Young Plantation Site,Canada,49.53462,-124.90044,fn_cacampyg,CA-Ca3,ca.campbell_river_yng.01
Kejimikujik,Canada,44.5,-65.5,fn_cakejimk,N/A,N/A
Western Peatland- LaBiche-Black Spruce/Larch Fen,Canada,54.95384,-112.46698,fn_cawpeatl,CA-WP1,ca.westernpeatland.01
Lamto,Cote D'Ivoire,6.21,-5.03,fn_cilamto,N/A,N/A
Bily Kriz- Beskidy Mountains,Czech Republic,49.50263,18.53842,fn_czbilykr,CZ-BK1,cz.bilykriz.01
Grillenburg- grass station,Germany,50.94947,13.51252,fn_degrille,DE-Gri,de.grillenburg.01
Bayreuth-Waldstein/WeidenBrunnen,Germany,50.14194,11.86694,fn_deweiden,DE-Bay,de.weidenbrunnen.01
Delta Junction 1920 Control site,USA,N/A,N/A,fn_usbona87,US-Bn1,us.ak_bonanza_1920.01
Delta Junction 1987 Burn site,USA,N/A,N/A,fn_usbona87,US-Bn2,us.ak_bonanza_1987.01
Delta Junction 1999 Burn site,USA,N/A,N/A,fn_usbonatb,US-Bn3,us.ak_bonanza_1999.01
Lavarone (after 3/2002),Italy,45.95526,11.28118,fn_itlavar1,IT-Lav,it.lavarone.01
Tamanrasset,Algeria,N/A,N/A,fn_dztamanr,N/A,N/A
Syowa,Antarctica,-69,39.583333,fn_aqsyowa,N/A,N/A
Alice Springs,Australia,N/A,N/A,fn_aualsprg,N/A,N/A
Greenland Plateau,Denmark,N/A,N/A,fn_dkgreenp,N/A,N/A
Le Bray  (before 6/28/1998),France,N/A,N/A,fn_frlebray,N/A,N/A
Zambrana,Spain,42.93272,-2.85308,fn_eszambrn,ES-Zam,es.zambrana.01
Hirsikangas (VALERI),Finland,62.6439,27.01143,fn_fihirsik,N/A,N/A
Kotovaara,Finland,67.75,29.61667,fn_fikotova,FI-Kot,fi.kotovaara.01
Lompolojankka wetland,Finland,67.99719,24.20919,fn_filompol,N/A,N/A
Loppi Scots Pine Forest,Finland,60.64683,24.355,fn_filoppi,N/A,N/A
Rovaniemi (VALERI),Finland,66.45463,25.34333,fn_firovani,N/A,N/A
Budongo Forest,Uganda,1.72419,31.53889,fn_ugbudong,N/A,N/A
Island_Ascension,Island,-7.9765,-14.41472,fn_ukascens,N/A,N/A
Auchencorth Moss- Scotland,UK,55.79167,-3.23889,fn_ukauchen,UK-AMo,uk.auchencorth.01
Cairngorms- Scotland,UK,57.23333,-3.5,fn_ukcairng,UK-Cai,uk.cairngorms.01
Cirencester,UK,52.7,-1.98333,fn_ukcirenc,UK-Cir,uk.cirencester.01
Easter Bush- Scotland,UK,55.866,-3.20578,fn_ukeaster,UK-EBu,uk.easter_bush.01
East Saltoun,UK,55.9,-2.5,fn_ukesalto,UK-ESa,uk.esaltoun.01
Hampshire,UK,51.12083,-0.86083,fn_ukhampsh,UK-Ham,uk.hampshire.01
Hertfordshire,UK,51.78378,-0.47608,fn_ukhertfo,UK-Her,uk.hertford.01
Moor House,UK,54.69633,-2.39638,fn_ukmoorh2,UK-MoH,uk.moor_house.01
Pang/ Lambourne (crop),UK,51.53333,-1.48333,fn_ukpang01,UK-PL1,uk.pang.01
Pang/ Lambourne (grassland),UK,51.43333,-1.23333,fn_ukpang02,UK-PL2,uk.pang.02
Pang/ Lambourne (forest),UK,51.45,-1.26667,fn_ukpang03,UK-PL3,uk.pang.03
Polden- Scotland,UK,55.28683,-3.4015,fn_ukpolden,UK-Pol,uk.polden.01
Arctic LTER (ARC1),USA,68.62833,-149.59333,fn_usakarc1,N/A,N/A
Barrow,USA,71.3122,-156.665,fn_usakbar2,N/A,N/A
ARM_North_Slope_of_Alaska- Barrow,USA,71.32,-156.61667,fn_usakbarm,N/A,N/A
Bonanza Creek (BNZ1),USA,64.74332,-148.31345,fn_usakbnz1,N/A,N/A
Bonanza Creek (BNZ2) - Caribou Poker Creek Watershed,USA,65.15533,-147.48772,fn_usakbnz2,N/A,N/A
COMPLET 167  (60.4677 N -158.996 W),USA,60.4677,-158.996,fn_usakc167,N/A,N/A
COMPLET 173  (65.5484 N -141.2137 W),USA,65.5484,-141.2137,fn_usakc173,N/A,N/A
Fairbanks 11 NE- NOAA / NESDIS (FCDAS),USA,64.9735,-147.51,fn_usakfair,N/A,N/A
Happy Valley- Alaska,USA,69.13333,-148.83333,fn_usakhapp,US-HVa,us.happy_valley.01
COMPLET 130  (0.5887 N 14.8347 E),Dem. Republic of the Congo,0.5887,14.8347,fn_cdcom130,N/A,N/A
COMPLET 133  (8.5726 N 19.9153 E),Central African Republic,8.5726,19.9153,fn_cdcom133,N/A,N/A
COMPLET 149  (31.7984 N 97.5766 E),China,31.7984,97.5766,fn_cdcom149,N/A,N/A
COMPLET 150  (32.5242 N 117.8992 E),China,32.5242,117.8992,fn_cdcom150,N/A,N/A
COMPLET 151 (36.5161 N 76.5282 E),China,36.5161,76.5282,fn_cdcom151,N/A,N/A
COMPLET 153 (37.9677 N 87.4153 E),China,37.9677,87.4153,fn_cdcom153,N/A,N/A
COMPLET 155  (40.871N 107.7379 E),China,40.871,107.7379,fn_cdcom155,N/A,N/A
Eucalyptus of Congo-Hinda,Dem. Republic of the Congo,-4,12,fn_cdcongoe,CG-Euc,cd.congo_eucalyptus.01
Chamau grassland,Switzerland,47.20833,8.40833,fn_chchamau,CH-Cha,ch.chamau.01
Fruebuel grassland,Switzerland,47.11667,8.53333,fn_chfrubul,CH-Fru,ch.fruebuel.01
Jungfraujoch,Switzerland,46.55,7.98333,fn_chjungfr,N/A,N/A
Laegeren,Switzerland,47.47808,8.365,fn_chlaeger,CH-Lae,ch.laegeren.01
Oensingen1 grass,Switzerland,47.28564,7.73214,fn_choensin,CH-Oe1,ch.oensingen.01
Concepcion (VALERI),Chile,-37.46727,-73.47038,fn_clconcep,N/A,N/A
Blandy Experimental Farm- Virginia,USA,39.05957,-78.07238,fn_usvaarbr,US-Bla,us.va_blandy.01
Chatham 1 SE- Michigan State University,USA,46.3345,-86.92,fn_usmichat,N/A,N/A
Island_Midway,Island,28.21,-177.37833,fn_usmidway,N/A,N/A
KBS Crops,USA,42.41008,-85.37567,fn_usmikbsc,US-KBS,us.mi_kbs_crops.01
Kellogg Biological Station (KBS1),USA,42.41333,-85.37194,fn_usmikell,N/A,N/A
Cedar Creek Natural History Area (CDR1),USA,45.40093,-93.20137,fn_usmncdr1,N/A,N/A
Goodridge 12 NNW- Agassiz National Wildlife Refuge,USA,48.3055,-95.8744,fn_usmngood,N/A,N/A
Marcell Experimental Forest,USA,47.5117,-93.4685,fn_usmnmarc,N/A,N/A
Rosemount- G19- Minnesota,USA,44.72171,-93.08934,fn_usmnrg19,US-Ro3,us.rosemount_g19.01
Rosemount- C7- Minnesota,USA,44.72879,-93.08885,fn_usmnroc7,US-Ro2,us.rosemount_c7.01
Rosemount- G21- Minnesota,USA,44.71431,-93.08984,fn_usmnrose,US-Ro1,us.rosemount.01
KUOM tower- Minnesota,USA,44.9983,-93.1886,fn_usmnurba,US-KUO,us.urban_kuom.01
Chillicothe 22 ENE - University of Missouri (Forage Systems Research Station),USA,39.8668,-93.147,fn_usmochll,N/A,N/A
Goodwin Creek- Mississippi 2,USA,34.25,-89.86667,fn_usmsgood,N/A,N/A
Newton 5 ENE- Mississippi State University (Coastal Plain Exp. Station),USA,32.33778,-89.07028,fn_usmsnewt,N/A,N/A
Missoula,USA,46.91667,-114.08334,fn_usmtmiss,N/A,N/A
St. Mary 1 SSW- Glacier National Park (St. Mary Site),USA,48.7412,-113.43244,fn_usmtstma,N/A,N/A
Wolf Point 34 NE- Fort Peck Indian Res. (Give Out Morgan Site),USA,48.4887,-105.2096,fn_usmtwo34,N/A,N/A
Albemarle- North Carolina,USA,36,-78,fn_usncalbe,N/A,N/A
Asheville 13 S- NC Mtn. Horticultural Crops Res. Ctr. (Backlund Site),USA,35.4185,-82.55667,fn_usncas13,N/A,N/A
Asheville 8 SSW- North Carolina Arboretum (Bierbaum Site),USA,35.49453,-82.61417,fn_usncash8,N/A,N/A
NC_Clearcut,USA,35.81147,-76.71147,fn_usncclea,US-NC1,us.nc_clearcut.01
NC_Loblolly Plantation,USA,35.8031,-76.66791,fn_usnclobl,US-NC2,us.nc_loblolly.01
Ivotuk- Alaska,USA,68.48647,-155.75031,fn_usakivot,US-Ivo,us.ak_ivotuk.01
Alaskan Tundra- Prudhoe Bay- 1997,USA,70.03139,-148.63139,fn_usakprud,N/A,N/A
Alaskan Tundra- Pump Station 2,USA,69.50556,-148.225,fn_usakpump,N/A,N/A
Sitka 1 NE - USGS Sitka Magnetic Observatory,USA,57.0574,-135.3266,fn_usaksitk,N/A,N/A
St. Paul 4 NE - NOAA National Weather Service,USA,57.1575,-170.2119,fn_usakstpl,N/A,N/A
Barrow-TUND,USA,71.27,-156.61,fn_usaktund,N/A,N/A
Gadsden 19 N - Sand Mountain,USA,34.2851,-85.9621,fn_usalgads,N/A,N/A
Selma 13 WNW - Auburn,USA,32.4567,-87.2422,fn_usalselm,N/A,N/A
Audubon Elgin 5 S-  (AppletonWhittell),USA,31.59069,-110.50869,fn_usazaudu,N/A,N/A
Phoenix Urban (CAP),USA,33.427,-111.933,fn_usazcap0,N/A,N/A
Maricopa,USA,33.06902,-111.9723,fn_usazmari,N/A,N/A
Mt Bigelow- Arizona,USA,32.41667,-110.72551,fn_usazmtbi,US-MtB,us.az_mtbigelow.01
Santa Rita Mesquite- Arizona,USA,31.82143,-110.86611,fn_usazsant,US-SRM,us.santarita_mesquite.01
Tucson,USA,32.233,-110.953,fn_usaztuc2,N/A,N/A
Tucson 11 W- Sonora Desert Museum,USA,32.2395,-111.16958,fn_usaztucs,N/A,N/A
Red_Bluff,USA,40.15,-122.25,fn_uscabluff,N/A,N/A
California Current Ecosystem (CCE1),USA,32.8736,-120.2798,fn_uscacce1,N/A,N/A
Merced 23 WSW- Kesterson Reservoir,USA,37.2381,-120.8825,fn_uscamerc,N/A,N/A
Monterey,USA,36.59255,-121.85487,fn_uscamont,N/A,N/A
